id,Title,Content
954,"Akselerasi bahasa dan sastra untuk budi pekerti bangsa #BahasaAdalahKita",
1051,"Air Jernih Menghantar Mak Pergi","<h3>Leily Nirwani</h3>
<h2>
					Air Jernih Menghantar Mak Pergi</h2>
&nbsp; &nbsp; Yang rapuh dan berpilu, yang mengayun remuk-redam lalu bersenandung tentang kelukaan sangat dalam. Kapal dan debur ombak yang menghantar kepergianmu serta doa yang kau kucurkan di tepi pelabuhan; “Semoga anak-anakku senantiasa dijaga tuhan”. Air jernih yang berturun di pipi adalah titisan gerimis yang tak mampu mengusaikan tangis mak pergi menggalah nafkah supaya kami bisa bersekolah bahkan sampai kuliah.&nbsp;&nbsp;

Lambaian tanganmu yang semakin hilang dan jauh lantas terhujam di bola mataku&nbsp;

kitari pandang pada jarak yang akan menghadang inilah ihwal perpisahan panjang akan mengambang

daun-daun jatuh atau tunas rinduku mulai tumbuh

aku pun tak mampu mengira-ngira apa dan bagaimana aku bila kau tak ada

mungkinkah musim akan melahirkan hujan yang membuat awan rindu mencekam&nbsp;

atau angin yang ingin menghalau sunyi terpaksa pergi karena kemarau tiada bertepi&nbsp;

Sesumir, gelisah kubelah dengan air sembahyang yang mencurah

ada bangga yang tumbuh dan menghampar tiap kali namamu dikabar

aliran jernih dari pipi bermuntahan sendu jika kuselusuri pengorbananmu

ibu adalah insan mulia pilihan Sang Maha&nbsp;

kasihnya hangat, lekat bahkan teramat dekat

ialah sahabat setia&nbsp;

tak kira siang malam serta di gelap dan terang dia kan selalu datang

Duhai wanita tangguh yang tak lumpuh dipijak waktu

tetap perkasa walau alam kerap menyuguhkanmu air mata&nbsp;&nbsp;&nbsp;

apa yang terukir di suratan takdir memaksamu berkarib dengan getir

di tingkap asa yang tertutup tabir kau campak lelah yang menapak di pundak

selaksa paras nan indah dibedaki sengatan surya tiada pernah menembang keluh kesah meski renta membayang sudah

dua peran bersusah payah diemban sebab abdimu tak hanya menjadi ibu

terangkum jabatan segagah ayah sebagai pelindung dan penafkah&nbsp;

mengayuh penghidupan sampai ke negara tetangga pun kau galah

agar dedaun harapan bermampu mengukir badan di sekolah&nbsp;

dan tak mudah terpatah sekalipun zaman bertukar rupa

Kepada bulan basah yang menyapa Desember tua

tersangkut lipatan kenang seindah lantunan tembang pada jelaga yang menghitam di atap rumah kita

mak, inilah petuah yang kau kata bahwa hujan dan airmata sangat tipis hijabnya

air jernih masih terbit dari lereng dahi, acapkali berubah rerintik semacam dedaun trembesi yang jatuh di musim semi

malam ini lewat embun yang berjatuhan kuharap nyanyian sintar mampu melenakan bagi asa yang terajut dari sisa serbuk rembulan

lalu pada jemari pagi dan kaki malam kugubah muasal pinta menjadi doa yang dalam lagi nisan&nbsp;

akan kupersembahkan bakti yang hakiki serupa mentari yang sedemikian jernih

demi peluhmu yang melepuh di kuala dan rindu yang kukayuh tak karam dan tak labuh di dermaga.
<ul>
 	<li data-social=""facebook"">
                    <a>
</a></li>
 	<li data-social=""twitter"">
                    <a>
</a></li>
 	<li data-social=""linkedin"">
                    <a>
</a></li>
</ul>"
1053,"Tetesan Sungai ‘Adn","<h3>Safinah Zahroh</h3>
<h2>
					Tetesan Sungai ‘Adn</h2>
Dia adalah cinta pertamaku

Mencintaiku tanpa menuntut cintaku

Melindungiku tanpa menuntut perlindunganku

Memberikan segalanya untukku..

Tanpa menuntut segalanya dariku

Dia adalah malaikat di duniaku

Melindungiku saat ribuan anak panah menyerbu dadaku

Meski dia harus menanggung sejuta pilu

Dia tetap tersenyum seraya berbisik di telingaku

“Tenanglah.. aku di sini untuk melindungimu”

Dia adalah naungan terbaik bagiku

Yang menantiku di bawah rindang pohon sekolahku

Yang melambaikan tangan saat kepulanganku

Yang relakan peluh bercucuran demi membayar penatku

Di bawah terik dia kayuh sepeda tuanya hingga pintu

Dia adalah kawan terbaik dalam tumbuhku

Saat kawan yang ku anggap sejati menginjakku

Saat kawan yang ku anggap abadi membuangku

Dia tetaplah kawan tanpa untaian janji palsu

Dia tetaplah kawan dan bukan reinkarnasi benalu

Oh Tuhanku..

Aku adalah saksi atas ketulusan makhluk mulia-Mu

Aku adalah pesujud atas Keagungan Ciptaan-Mu

Atas tetesan sungai ‘Adn yang Kau rupakan Putri Salju

Yang ku panggil dengan sebutan ‘Ibu’
<ul>
 	<li data-social=""facebook"">
                    <a>
</a></li>
 	<li data-social=""twitter"">
                    <a>
</a></li>
 	<li data-social=""linkedin"">
                    <a>
</a></li>
</ul>"
1055,"Kota Ibu","<h3>Eva Listia</h3>
<h2>
					KOTA IBU</h2>
&nbsp; &nbsp; Di kota ibu yang ramai oleh orang-orang yang marah Ibu terduduk ringkih&nbsp;Jiwanya pergi bekerja pada tiap malam suntuk Mencari anaknya nun jauh disana Ruangan ibu penuh dengan rintik hujan Ibu kebasahan Tapi ia bilang baik- baik saja.

Di kota ibu yang dihimpit tembok-tembok perkasa
Ibu menjahit di ruangan kecil
Mimpi anaknya yang robek kemarin
Dengan tangan bergetar
Dan lampu temaram
Mimpi anaknya hidup kembali

Di kota ibu yang dihuni pengemis kuasa
Ibu membacakan dongeng pada anaknya
Tentang raja-raja, pangeran, puteri, penyihir, dan peri-peri
Agar anaknya mimpi indah malam itu
Membangun kerajaan pada tidurnya
Ibu berbisik
Agar ia menjadi raja yang bijaksana.

Di kota ibu yang sesak
Ibu menjadi rumah tempat menyimpan mimpi
Di toples kecil yang ia simpan entah dimana
Tak ada orang yang tau
Takut dicuri tikus katanya.
<ul>
 	<li data-social=""facebook"">
                    <a>
</a></li>
 	<li data-social=""twitter"">
                    <a>
</a></li>
 	<li data-social=""linkedin"">
                    <a>
</a></li>
</ul>"
1083,"Sunan Bonang Sebagai Bapak Perintis","<h3>Norma Azmi Farida</h3>
<h2>
					Sunan Bonang Sebagai Bapak Perintis Suluk Kesustraan Jawa di Rantau Asia Tenggara.</h2>
&nbsp; &nbsp; Tidak banyak yang tahu bahwa Sunan Bonang yang bernama asli Makhdum Ibrahim merupakan perintis <em><i>suluk</i></em>&nbsp;kesustraan Jawa. Tokoh penyebar agama Islam, serta seorang diantara wali Sembilan <em><i>(walisongo). </i></em>Lahir pada pertengahan abad ke-15 dan wafat pada awal abad ke-16.

Masyarakat Jawa mengenal sosok sunan Bonang sebagai penyebar agama Islam dengan menitikberatkan pada ajaran Tasawufnya. Selain penyebar agama Islam, Sunan Bonang dikenal juga seorang budayawan, ia menuliskan perjalanan sepiritualnya dengan syair-syair indah menggunakan bahasa nusantara dan bahasa Jawa. Salah satunya adalah sastra suluk.

Sastra Suluk merupakan salah satu genre penting dalam kesustraan Jawa, Madura dan Sunda. Menurut sejarah, genre ini muncul pada abad ke- 15 bersamaan dengan tersebarnya agama Islam di pulau Jawa. Salah satu satrawan perintis <em><i>Suluk</i></em>&nbsp;kesutraan Jawa adalah Makhdum Ibrahim (Sunan Bonang). Karya Makhdum Ibrahim dibuktikan berupa manuskrip lontar berbahasa Jawa abad ke-16. Selain itu, peran Makhdum Ibrahim yang begitu produktif dalam menuliskan beberapa karya, hingga akhirnya Sunan Bonang juga dijuluki sebagai pelopor atau bapak kesustraan Islam di rantau Asia Tenggara.

Sayangnya, karya Sunan Bonang jarang dilirik oleh ilmuan Indonesia, hingga datang ilmuan asal Belanda yaitu <em><i>Schrieke</i></em>, berhasil menyalin tulisan Sunan Bonang yanga ada pada manuskrip lontar, disalin<em><i>&nbsp;</i></em>berdasarkan manuskrip Leiden. Kemudian juga di terjemahkan dalam bahasa Inggris dengan judul “ The Admonitions of She Bari (1969).

Namun tidak banyak yang mengira, bahwa tulisan-tulisan Sunan Bonang yang dikemas dalam sastra Suluk ini, ia menggunakan sastra Jawa Madya. anehnya, bahasa Jawa Madya yang digunakan Sunan Bonang mirip dengan bahasa yang digunakan penulis kitab Pararaton, yang ditulis pada masa menjelang runtuhnya kerajaan Majapahit. Penyebab runtuhnya Majapahit bukan karena faktor politik dan lainnya, melainkan merosotnya pamor kesustraan Bahasa Jawa kuno (Kawi) dengan sastra bahasa Jawa Madya (bahasa Kawi yang mendapatkan banyak pengaruh bahasa lisan). Dan ternyata, Makhdum Ibrahim (Sunan Bonang) ini merupakan salah satu pelopor penulis sastra Jawa Madya dalam jenis Suluk. (Abdul Hadi, 2016)

Dengan begitu, jelas, penyebaran Islam yang dilakukan oleh Sunan Bonang menggunakan pendekatan kultural, pendekatan tersebut sangat memahami dan menjaga pada kearifan lokal. Peran yang dilakukan oleh Sunan Bonang ialah dengan menjaga bahasa sastra Jawa maupun Nusantara hingga dikenal dibelahan dunia.
<ul>
 	<li data-social=""facebook"">
                    <a>
</a></li>
 	<li data-social=""twitter"">
                    <a>
</a></li>
 	<li data-social=""linkedin"">
                    <a>
</a></li>
</ul>"
1152,"JERIT SUARA HATI WABAH CORONA",
1156,Parasit,
1160,Kerinduan,
1164,Kerinduan,
1169,SADAR,
1189,PARASIT,"<h3>Salwa Maulida</h3>
<h2>
					Parasit</h2>
Hendak bersua dengan perantau

Terserempak, suara awak mulai parau

Seharian bersorak bersama banyak orang

Kini lemas bahkan tak cakap untuk mengerang

Berita di tv terdengar ramai

Awamnya, emak hanya dengar rampok dan korupsi

Namun kini kerut wajahnya penuh arti

Integritas yang dibangun kuat-kuat

Hancur dikala benda asing menyelinap masuk

Awak ingat berinteraksi dengan mereka

Awak mulai mengerti

Awak segera periksakan diri

Kelabu yang dihitung relung untuk merajuk

Namun <em>alhamdulillah </em>kelabu tak jadi masuk

Warga-warga bingung dan cemas

Segeralah isolasi dan berkemas

Orang kata

Senjata biologis penghabis masa

Sejatinya, berserah pada Tuhan Yang Maha Esa

Siapa yang jail akan miskin

Siapa yang kejam akan dirajam

Awak selamat karena ikuti anjuran

Jangan menghindari, tapi mulailah memperbaiki diri

Ciamis, 27 Maret 2020

(Peristiwa COVID-19)
<ul>
 	<li data-social=""facebook"">
                    <a>
</a></li>
 	<li data-social=""twitter"">
                    <a>
</a></li>
 	<li data-social=""linkedin"">
                    <a>
</a></li>
</ul>"
1211,"Semangat buat kita semua",
1220,"Pahlawanku untuk NKRI",
1224,"daku doa",
1229,"untuk yang sedang berjuang",
1233,Bangkit,
1236,"Cinta mulai ada",
1241,"Corona Masih Jauh",
1245,"Indonesia bisa",
1250,"Barisan paling depan",
1254,"Barisan paling depan",
1258,"Barisan paling depan",
1262,"Barisan paling depan",
1266,"Barisan paling depan",
1270,"Bocah pedagang asongan",
1274,"Bocah pedagang asongan",
1279,"Bocah pedagang asongan",
1284,"Bocah Pedagang Asongan","<h3>Abdul Aziz</h3>
<h2>
					Bocah Pedagang Asongan</h2>
Suatu hari dimana hujan kembali menyirami bumi, hujan ini adalah yang pertama di tahun sekarang. Aroma tanah yang khas masih bisa dicium dengan jelas. Sangat menenangkan memang.

Sore ini adalah hari biasa dimana jam pulang kerja yang melelahkan tiba, sayangnya aku tak membawa payung kali ini. Lagipula ini bukan salahku juga, para presenter acara ramalan cuaca mengatakan hari ini akan cerah, begitu pula aplikasi di handphone ku. Tapi disisi lain ini juga suatu hiburan bagiku untuk melihat orang-orang berlarian mencari tempat berteduh meski penuh lelah dan kekesalan, juga para pengendara yang mulai menepi atau memacu kendaraannya sekencang mungkin.

Aku juga termasuk orang yang berusaha secepat mungkin sampai rumah kemudian menikmati hujan dari jendela kamar sambil ditemani the hangat. Rencana tersempurna yang pernah kubuat.

Namun, sekarang rencana itu hanya angan belaka. Karena ada seorang anak kecil sekitar 11 tahunan yang menarik perhatianku. Dia berdiri di halte bus seberang jalan, menenteng dagangannya, pakaian lusuh, tampilan tak terurus, tidak peduli dengan badannya yang basah kuyup dia tetap mempertahankan senyum di wajah mungilnya itu. Gambaran yang begitu tepat tentang bagaimana kerasnya dunia bisa mengubah seseorang.

Didasari rasa simpati, aku langsung mendekatinya dan melupakan rencana awalku untuk secepatnya pulang. Menghiraukan pakaiannya yang mulai basah aku sampai didepan anak itu, aku rasa dia tidak menyadari kehadiranku. Dari dekat aku bisa lihat dengan jelas betapa memprihatinkannya dia.

“ Dik, apa yang kamu lakukan hujan begini?” tanyaku mencoba memulai percakapan.

“ Ah! Maaf kak. Aku sedang berjualan disini, apa kakak mau membeli sesuatu? Semua daganganku dipastikan enak kok kak. Seperti minuman ini, ini bisa membuat kakak…”

Tubuhnya menegang sesaat, aku rasa benar tadi dia tidak menyadariku. Dia terus menjelaskan satu persatu dagangannya dengan semangat &nbsp;layaknya seorang sales. Senyumku tidak tertahan untuk mengembang, karena semua yang dikatakannya itu sama dengan aps yang ada di iklan tv.

“ Baiklah, aku rasa aku akan membeli minuman ini. Berapa harganya dik?” aku memutuskan untuk membeli dagangannya, bagaimanapun juga dia sudah berusaha keras untuk menjelaskan produknya.

“ Itu Cuma 7 ribu kak “ Jawabnya ceria.

“ Ini untukmu, kamu ambil saja kembaliannya. Oh ya dik, bolehkah aku bertanya sesuatu kepadamu?” kataku sambil menyerahkan uang 10 ribuan kepadanya.

Mendengar itu wajahnya terlihat bahagia. “ Terima kasih kak, tentu saja kakak baik boleh bertanya kepadaku.”

“ Umm, kenapa kau berjualan keliling begini, biasanya anak seusiamu belajar atau bermain kan? “ aku memberanikan diri untuk menanyakan hal ini kepadanya.

Setelah kata itu terlontar dari mulutku, hanya diam yang kudapat darinya. Dia juga sudah menundukan kepalanya, hilang sudah senyum yang biasa tertoreh diwajahnya itu. Aku menjadi tidak enak sendiri, aku tau mana ada anak kecil yang mau menjawab pertanyaan semacam itu, jawabannya pun paling hanya hal simpel seperti mencari uang atau disuruh. Bagus sekali rasa penasaran ku, kau telah membuat seorang anak kecil menjadi sedih.

“ Maaf dik, jika-“ omonganku terpotong, karena dia tiba-tiba mengangkat kepalanya kembali, meskipun tidak ada senyuman disana, wajah santai dan tenang menjadi penggantinya.

“ Tak apa kok kak, aku rasa kakak juga bukan orang yang jahat. Jadi, sebenarnya aku mulai berjualan sejak ayahku meninggal 1 tahun lalu. Bagaimanapun juga ibu belum tentu bisa mencukupi kebutuhan aku dan 2 adikku dengan hanya &nbsp;bekerja di tetangga, jadi aku memutuskan untuk berjualan dan berhenti sekolah.” Jawabnya.

Rasa iba ku semakin bertambah mendengar ceritanya, meski aku tahu banyak juga diluar sana yang bernasib sama seperti dirinya, walau sedikit berbeda ceritanya. Kehadiran orang tua lengkal memang sangatlah vital untuk pertumbuhan anak. Salah satu dari mereka tidak ada maka perkembangan anak bisa mengalami perubahan yang signifikan, entah positif atau negatif. Beruntungnya anak ini perkembangan karakternya menjadi positif, dia rela berhenti sekolah untuk meringankan beban ibunya.

Setelah itu, aku juga menanyakan beberapa hal lain kepadanya. Satu hal yang kudapat dari mengobrol dengannya adalah kalau dia seorang pekerja keras, dan sifatnya itu dia dapat dari ayahnya yang sudah meninggal. Kami mengobrol cukup lama, sampai lampu jalan yang menyala menyadarkan kami, hujanpun sepertinya sudah mereda.

“ Oh ya dik, apa yang membuatmu selalu bekerja keras?” tanyaku. Jujur saja aku sangat penasaran dengan motivasi anak ini untuk selalu bekerja keras itu apa.

“ Itu karena ayahku pernah berkata kalau hidup ini bagaikan sepeda, jika kau ingin mencapai tujuanmu kau harus bekerja untuk mengayuhnya dan jika kau hanya diam tak melakukan apapun&nbsp; maka kau akan jatuh. Begitu kata ayahku kak.” Jawabnya mantap.

Aku merenungkan jawabannya itu beberapa saat.

“ Terima kasih dik, ini uang untuk membantu keluargamu ya.” Kataku sambil menyerahkan 5 lembar uang 100 ribuan yang agak basah karena hujan kepadamya. Wajahnya terlihat sangat senang, aku berani bertaruh kalau dia pasti akan menyerahkan uang ini ke ibunya. “ Sudah sore nih dik, lebih baik kau pulang keluargamu pasti menunggu hasil berdagangmu dan terutama keselamatanmu kan.”

“ Ah, iya terima kasih ya kak sudah mau membantuku.” Dia menundukan kepalanya kepadaku lalu langsung melenggang pergi.

“ Sama-sama “ bisikku. Aku juga mulai berjalan pulang, masih ada teh hangat dan kasur yang menunggu ku, setidaknya hari ini aku bertemu hal yang menarik dan bisa membangkitkan semangat bekerjaku lagi.
<ul>
 	<li data-social=""facebook"">
                    <a>
</a></li>
 	<li data-social=""twitter"">
                    <a>
</a></li>
 	<li data-social=""linkedin"">
                    <a>
</a></li>
</ul>"
1289,"Corona Masih Jauh","<h3>Mutia Nasution</h3>
<h2>
					Corona Masih Jauh</h2>
Corona memang masih jauh

Namun amukannya kian terasa

Menggoyahkankan mimpi para penguasa

Menawarkan sedikit efek jera

Matahari belum benar-benar tinggi

Saat corona memaksa bersembunyi

Dibalik dinding dan jeruji besi

Akankah ia pergi

Mari muhasabah diri
<ul>
 	<li data-social=""facebook"">
                    <a>
</a></li>
 	<li data-social=""twitter"">
                    <a>
</a></li>
 	<li data-social=""linkedin"">
                    <a>
</a></li>
</ul>"
1292,"KEBAHAGIAAN di RUANG GURU",
1296,"Sajak di Kala Senja Merona",
1301,"Malam di Dermaga",
1307,"Tidak Seperti Matematika",
1311,"Munajat Maritimku",
1315,"Stop Cuat Cuit Julid",
1324,"Makhluk besi",
1333,"Kebahagiaan di Ruang Guru","<h3>Ratih Mukhtar</h3>
<h2>
					Kebahagiaan di Ruang Guru</h2>
Awalnya rindu itu&nbsp; hanya biasa

Sebab sudah sering bersua

Sapaan salam dan senyum menghiasi pagi

Canda, tawa dan celotehan jadi nyanyian hari-hari

Ruang guru bagai istana, sebab di sana ada kebahagiaan

Suara bocah kecil mungil mewarnai keseharian

Walau hanya menu elementer, tapi sempena karena kebersamaan

kini rindu itu teramat dalam, hanya bisa dititip dengan doa yang dilangitkan

wahai Rabb, kami saling rindu untuk bersua dengan para ustadzah yang elok parasnya

ingin cipika, cipiki, dan saling canda tawa seperti dulu kala

perkenankan untuk kami kembali merajut ukhuwah islamiyah

jika bukan di sini tempatnya, maka kumpulkan kembali di keabadian yang indah

______________________________________________

Biasa dipanggil Ratih, hobi Traveling, memiliki motto “Barang siapa yang mempermudah urusan saudaranya, maka Allah akan mempermudah urusannya”
<ul>
 	<li data-social=""facebook"">
                    <a>
</a></li>
 	<li data-social=""twitter"">
                    <a>
</a></li>
 	<li data-social=""linkedin"">
                    <a>
</a></li>
</ul>"
1338,"Sajak di Kala Senja Merona","<h3>Jupriyadi</h3><h2>
					Sajak di Kala Senja Merona
				</h2>		
		<p>Sebelum perpisahan itu menyapa, banyak hal yang kita lewati bersama.</p><p>Tentang layang-layang yang menerjang angin,</p><p>tentang segelas kopi menjadi obrolan hangat,</p><p>dan tentang kisah Cher Ami yang berhasil menunaikan tugasnya.</p><p> </p><p>3 tahun yang menjadi jawaban, bahwa persahabatan tak lekang oleh waktu.</p><p>Selalu ada cerita disetiap matahari menyapa pagi</p><p>Semua itu tersimpan rapih dalam sajak harian, serta coretan doa yang kian tebal</p><p>menjadi perjalanan yang kian terjal, dan asa yang kian menantang.</p><p> </p><p>Saling menguatkan! jika nanti arah jalan hidup berbeda, atau seolah jalan buntu.</p><p>Meskipun air hujan belum jelas akan jatuh di samudera yang mana,</p><p>tapi uap air sudah waktunya jatuh dari awan</p><p>Bisa jadi kamu berjalan ke utara, dan aku mengejar angin ke barat daya</p><p>Tapi satu hal yang pasti, setiap cerita selama kita bersama takkan hilang selamanya!</p>		
					<ul>
                                            <li data-social=""facebook"">
                    <a>
                                                                                            </a>
                </li>
                                                            <li data-social=""twitter"">
                    <a>
                                                                                            </a>
                </li>
                                                            <li data-social=""linkedin"">
                    <a>
                                                                                            </a>
                </li>
                                    </ul>"
1344,"Malam di Dermaga","<h3>Indah Devi A</h3>
<h2>
					Malam di Dermaga</h2>
Ia mengernyitkan dahi

Matanya mulai gelap

Ia menarik napas sedalam yang ia mampu

Tak lama kegelisahannya bermetamorfosa

Semakin jelas menggelayuti ruang

Tubuhnya menggigil tak beritme

Giginya saling beradu kaku

Jari jemarinya mengunci dendam

Kepingan air melewati lesung pipitnya

Ia terperanjat

Arloji emasnya berdenting nyaring

Tatapannya membara

Bibir merahnya bergetar

Angin malam berdesir ringan

Membumbui suasana menyedihkan

Ia berbalik

Melangkah menjauhi dermaga

Pertama, ia mengatupkan erat jaket abunya

Kedua, ia mengurai kembali rambutnya

Ketiga, ia melempar aksesoris dari jari manisnya

Akhirnya malam ini tak ada lagi ikatan yang membelenggunya

Yogyakarta, 13 April 2020

______________________________________________

Seorang perempuan kelahiran Yogyakarta 22 tahun silam, hobi menulis cerpen dan puisi. Merupakan alumni Fakultas Pertanian, Universitas Gadjah Mada.
<ul>
 	<li data-social=""facebook"">
                    <a>
</a></li>
 	<li data-social=""twitter"">
                    <a>
</a></li>
 	<li data-social=""linkedin"">
                    <a>
</a></li>
</ul>"
1355,"Sajak Para Pahlawan",
1359,"Angan,kepastian,dan kenangan",
